textDisplay,videojuego,moderationStatus,sentimiento
habemus goty señores br no hay duda playstation desde que llego a la industria ha marcado estándares de calidad superandose generación tras generación,The Lord of the Rings: Gollum,,
ese abrazo de kratos a atreus y su sonrisa al recibir el abrazo es lo mejor mas bonito y humano que he visto de kratos,The Lord of the Rings: Gollum,,
20 10 y god juego del año,The Lord of the Rings: Gollum,,
este juego me lo voy a pasar lentamente en el modo más difícil dejando que la emoción dure harto que valga la pena la espera no me lo voy a pasar en un par de días como esos alocados que no paran y se lo pasan a los afanes,The Lord of the Rings: Gollum,,
doblaje extraordinario xd quizas solo para españa quizas xd,The Lord of the Rings: Gollum,,
eldeng ring dile adiós al goty,The Lord of the Rings: Gollum,,
toma microsoft a toda la yugular epico,The Lord of the Rings: Gollum,,
mierda que capturadora usa esta gente para grabar no he visto ningun canal de gameplays en el que el juego se vea tan fluido los 60fps en youtube y eso que estoy en android,The Lord of the Rings: Gollum,,
la voz de kratos en castellano es horrible,The Lord of the Rings: Gollum,,
suena horrible el castellano prefiero en mexicano o ingles,The Lord of the Rings: Gollum,,
juegue el 1ro en pc y me aburrio soberanamente es mas cinematica que juego no creo que este ragnarok sea diferente,The Lord of the Rings: Gollum,,
the best game of the world,The Lord of the Rings: Gollum,,
muy bueno pero me hubiera gustado más potencia gráfica creo que ya se está estancando lo bueno es que ya saldrá la ps6,The Lord of the Rings: Gollum,,
me trague muchos spoilers viendo otros análisis menos mal que aquí no hay,The Lord of the Rings: Gollum,,
es una verguenza q despues d 4 años tengamos este juego,The Lord of the Rings: Gollum,,
no mms son escenas muy prrsiisiiimas para que las ponen yo solo venía a ver una opinión no un spoiler,The Lord of the Rings: Gollum,,
la mitad de esos clips no los he visto en trailers donde los puedo ver,The Lord of the Rings: Gollum,,
god wr sera el goti sin duda el den rin no pasa nada,The Lord of the Rings: Gollum,,
si que se ve viejo kratos,The Lord of the Rings: Gollum,,
cada vez que sale un juego de sony todos los comentarios son bien tontos que es muy continuista pero quieren a elden ring como goty dónde las armas llevan teniendo los mismos set de movimientos desde el primer dark souls no dicen nada respecto a halo pokémon o gears que no les gusta que kratos sea tan humano supongo que no jugaron los primeros juegos donde se nota lo humano que es kratos es que hasta en la tercera entrega al final hace lago humano por todo el mundo que no querían que saliera para ps4 pero si se la pasaban quejándose de que te estaban obligando a pasar a la otra generación se que son xboxers y nintenderos pero podrían al menos poner comentarios menos tontos podrían esforzarse un poco más muchachos por qué me hacen creer que todos los que se quejan de que este juego es continuista ellos no tienen ninguna saga favorita ya que todas las sagas tiene una secuela que se parece al primer juego o un tercero que usa la misma fórmula bioshock una trilogía increible ahora resulta que es una basura por qué los tres títulos son shooters con poderes dmc es basura por qué el personaje siempre usa sus dos pistolas y su espada halo es basura por qué estan las mismas armas en todos los juegos xd,The Lord of the Rings: Gollum,,
no lo he jugado pero anoto que es un juego muy parecido al otro que si que tiene cosas nuevas tal y cual pero claro eso no quita una cosa de la otra y eso no lo dicen,The Lord of the Rings: Gollum,,
mitologia vikinga xd xdxd,The Lord of the Rings: Gollum,,
la prensa comprable ya no tiene credibilidad lo mejor es esperar a la opinión de los usuarios,The Lord of the Rings: Gollum,,
de donde sacaste esas imágenes,The Lord of the Rings: Gollum,,
que puta pasada,The Lord of the Rings: Gollum,,
juegazo que tiene playstation,The Lord of the Rings: Gollum,,
mejor juego del año quee diceee,The Lord of the Rings: Gollum,,
genial solo me falta la ps5,The Lord of the Rings: Gollum,,
lo esperable de gow y santa monica no fallan tremendas ganas br por mi parte no voy a comprarlo para ps4 lo esperare en un par de años con suerte menos en pc viendo las políticas de sony no creo comprarme la ps5 asi que me despido de las consolas prefiero esperar los juegos en pc que con diferencia es mi principal plataforma actualmente mucha suerte a los que lo disfruten de salida d,The Lord of the Rings: Gollum,,
este va a ser el último god termina aqui no puedo contar nada más,The Lord of the Rings: Gollum,,
este al menos narra el análisis con ganas y emoción,The Lord of the Rings: Gollum,,
también la música que no tiene nada que ver jajajajajaja,The Lord of the Rings: Gollum,,
aquien se le puso la piel de gallina a href https www youtube com watch v v qywkgvimy amp t 0m27s 0 27 a,The Lord of the Rings: Gollum,,
a href https www youtube com watch v v qywkgvimy amp t 2m47s 2 47 a que es un juego de ps4 mejorado en la 5 no un juego de la 5 empeorado para la 4 no tiene sentido pasar por un hueco para enmascarar una carga preferirías una pantalla de carga,The Lord of the Rings: Gollum,,
esas son capturas originales del juego,The Lord of the Rings: Gollum,,
esta complicado el goty,The Lord of the Rings: Gollum,,
madre mia ya tenia ganas de jugarlo pero ahora es que no puedo aguartar las ganass,The Lord of the Rings: Gollum,,
se ve igual al anterior parece un 2 0,The Lord of the Rings: Gollum,,
nah yo queria spoilers,The Lord of the Rings: Gollum,,
hahaha no puedo creerlo el doblaje al castellano es pésimo br como es posible que puedan jugarlo así y no en el idioma original,The Lord of the Rings: Gollum,,
juego del año,The Lord of the Rings: Gollum,,
juegazos como este god o war horizon y the last of us son el motivo por el que merece la pena tener una playstation realmente este juego se ve como una auténtica obra de arte,The Lord of the Rings: Gollum,,
llevaba años sin tener estás ganas por un videojuego br br como me voy a gozar la edición jotun,The Lord of the Rings: Gollum,,
que horrible voz de kratos en español jajaja,The Lord of the Rings: Gollum,,
ojalá podamos manejar el martillo de thor vi un gameplay parecía el final del juego y no había nada de rastro del martillo de thor si había un arma nueva pero no era el martillo,The Lord of the Rings: Gollum,,
a mi no me gusto esta parte de la saga y este gow ragnarok lo veo muy igual al anterior solo que atreus esta mas grande prefiero al kratos violento que el pacifista paternal aburre hasta su nueva voz por que sera que esta mitología solo tiene dos entregas,The Lord of the Rings: Gollum,,
que sea 9 yaaa,The Lord of the Rings: Gollum,,
probablemente no haiga ragnarok,The Lord of the Rings: Gollum,,
inicio de nueva generación,The Lord of the Rings: Gollum,,
a href https www youtube com watch v v qywkgvimy amp t 09m02s 09 02 a,The Lord of the Rings: Gollum,,
a href https www youtube com watch v v qywkgvimy amp t 1m04s 1 04 a loki adulto se los dije señores quiero mi like,The Lord of the Rings: Gollum,,
goty ya esta no hay discusion,The Lord of the Rings: Gollum,,
cada vez hacen más trolo a kratos,The Lord of the Rings: Gollum,,
sony ya ha pagado por el juego del año,The Lord of the Rings: Gollum,,
5 días me separan de disfrutar este juegazo,The Lord of the Rings: Gollum,,
serán todos los jefes pequeños,The Lord of the Rings: Gollum,,
mejor que de last of us 2,The Lord of the Rings: Gollum,,
que engaña que titulo tan tendencioso,The Lord of the Rings: Gollum,,
30 horas de juego bua elden ring me dio 140 en el juego 1,The Lord of the Rings: Gollum,,
señores habemus goty,The Lord of the Rings: Gollum,,
que puta locura,The Lord of the Rings: Gollum,,
y ya que esamos por que no habeis puesto capturas de ps4 tambien son importanes en los analisis,The Lord of the Rings: Gollum,,
si esta en latino verdad,The Lord of the Rings: Gollum,,
los dislikes ya sabemos de quienes vienen y de sus graves problemas mentales,The Lord of the Rings: Gollum,,
mis pobres ahorros jaja,The Lord of the Rings: Gollum,,
ufff y yo quejándome que ya había visto unos cuantos análisis donde no veía a alvaro acabó de hacer el tonto perdón 3d juegos y muchísimas gracias,The Lord of the Rings: Gollum,,
por qué es un juego que engaña porque es un metal gear solid 2 tlou2 y otra vez nadie te lo va a decir,The Lord of the Rings: Gollum,,
es un excelente juego espero que salga y jugarlo aunque elden ring dejo la vaya demasiada alta,The Lord of the Rings: Gollum,,
le cambiaron la voz a kratos respecto al 2018,The Lord of the Rings: Gollum,,
4 estilo de armamento para mi es continuista sera un buen juego en todo lo demas pero en el gameplay le farta mas inovacion,The Lord of the Rings: Gollum,,
una vez más kratos lo vuelve hacer goty,The Lord of the Rings: Gollum,,
siempre lo mejor muy buen analisis,The Lord of the Rings: Gollum,,
yo voy a esperar a que salga para pc porque no tengo ps4 c,The Lord of the Rings: Gollum,,
estamos ante un juegazo que seguro será goty señores br editado me arrepiento de este comentario creo que el goty debe ser para elden ring,The Lord of the Rings: Gollum,,
el único pero que le pongo al juego de acuerdo con los análisis que he visto es que debió ser exclusivo de ps5 me parece que sacarlo en ps4 limitó el potencial real que podía dar el juego br br ya que duerman a ps4 tiene dos años que gasté en la nueva consola y no tengo más de 4 exclusivos que valgan la pena todos han salido también para ps4 br br la gente defiende que no hay consolas y que deben incluir a los que no pueden comprar la nueva consola gente cuando salió gow 3 yo no pude comprar la ps3 y tuve que esperar 4 años para jugarlo hasta que pude comprarme esa consola ahora que puedo comprarme la nueva generación me parece un insulto que limiten los juegos por considerar a los de ps4,The Lord of the Rings: Gollum,,
el dios del goty,The Lord of the Rings: Gollum,,
hay que vender la moto personajes con alma te sientes identificado juego con sentimientos maravillosa etc etc la prensa haciendo lo suyo jaja,The Lord of the Rings: Gollum,,
los pipas diciendo que el gow ragnarok es mejor que el elden ring,The Lord of the Rings: Gollum,,
buf cuándo he visto el trineo de los lobos he tenido recuerdos del puto esquife de gears 5,The Lord of the Rings: Gollum,,
porque llevas smokin papa br no lo vez hijo sale el analisis de gow ragnarok y lo narra alvaro castellanos,The Lord of the Rings: Gollum,,
que horrible el doblaje de kratos gallego jajajaja,The Lord of the Rings: Gollum,,
álvaro tu no te has dado cuenta que eres el único en españa que le dices gad of wor jajajaja,The Lord of the Rings: Gollum,,
goty,The Lord of the Rings: Gollum,,
kratos es la mascota de la compañía es obvio que no pueden permitirse desperdiciar un título de gow,The Lord of the Rings: Gollum,,
lastima que el doblaje de españa sea tan malo sobre todo la voz de kratos es horrible,The Lord of the Rings: Gollum,,
jugue el anterior y este es mas de lo mismo no se porq pero me gustan mas el 1 2 y el 3,The Lord of the Rings: Gollum,,
el doblaje es horrible,The Lord of the Rings: Gollum,,
la versión de ps4 que tal está porque es la que voy a comprar y ni la nombráis,The Lord of the Rings: Gollum,,
deberían poner nota de nuevo parece que a 3djuegos les dió miedo ser criticados por poner notas en los juegos hasta quedan fuera del radar de metacritic,The Lord of the Rings: Gollum,,
tremendo juegazo,The Lord of the Rings: Gollum,,
la profecia no se cumplio kratos seguira vivo,The Lord of the Rings: Gollum,,
vaia ganazas tioooo br nunca me sentio tambien gastandome 70 x algo,The Lord of the Rings: Gollum,,
me cuestiono eso de humanizar a kratos me parece algo incongruente con el personaje y sus origenes y el formo de crianza de un espartano,The Lord of the Rings: Gollum,,
me gustaba más la mitología griega al menos no jugare la trilogía nordica xd esperare si vuelven a lo griego kfkkfkd,The Lord of the Rings: Gollum,,
pero este juego no puede ser goty ya qué no hay ningún cambio grafico es un juego de ps4 ya le afano el goty por soborno el anterior rdr2,The Lord of the Rings: Gollum,,
pero qué os estáis inventando si es exactamente igual que el otro podríais haber hecho el mismo análisis con imagenes de 2018 y nadie se da cuenta,The Lord of the Rings: Gollum,,
es un pedazo de juego pero como le lamen las suelas a sony no veo la hora de comprarlo y terminarlo,The Lord of the Rings: Gollum,,
completisimo y excelente review ya no puedo esperar a jugarlo personalmente me gustaria que los desarrolladores premiaran a todos aquellos que lograron el 100 del juego anterior con algun extra saludos,The Lord of the Rings: Gollum,,
no sé guien por la prensa vean análisis de canales humildes que son honestos y te van a decir lo bueno y lo malo,The Lord of the Rings: Gollum,,
si tan solo tuviera la narrativa de god war 2,The Lord of the Rings: Gollum,,
veremos algún dia 4k y 60fr,The Lord of the Rings: Gollum,,
decían que este juego iba a ser el próximo astrobot en cuanto al uso del dualsense al parecer el uso del mando es anecdótico lastima que ni los estudios de sony aprovechen al dual sensei como astro bot,The Lord of the Rings: Gollum,,
agárrense muchachos que llegaron los días de spoilers pesados,The Lord of the Rings: Gollum,,
los cabrones de hobby consola me jodieron con su análisis muchos spoilers no lo vean banda,The Lord of the Rings: Gollum,,
por que la mentira 120hz no es 120 fps,The Lord of the Rings: Gollum,,
una duda como es aasgar y otra ese enano q aparece con odin es malo o es su informante,The Lord of the Rings: Gollum,,
este es el verdadero goty del año,The Lord of the Rings: Gollum,,
que análisis edulcorado se supone que esperas un análisis objetivo no comentarios de una grupi,The Lord of the Rings: Gollum,,
lo peor de todo es q no sale a pc ya basta los exclusivos ya eso no va,The Lord of the Rings: Gollum,,
que emoción god of war no falla,The Lord of the Rings: Gollum,,
yo solo quiero saber si kratos esta vivo,The Lord of the Rings: Gollum,,
que plano es el doblaje español de pana es triste que un estudio pague por un doblaje tan cutre y lineal es mejor que dejen de cobrar y lo hagan gratis y que si quieres el doblaje español te den opción a descargarlo menuda cagada,The Lord of the Rings: Gollum,,
entre este y elden ring va a estar el goty br menudos dos juegazos,The Lord of the Rings: Gollum,,
se ve genial el juego no tanto gráficamente pero resalta br el pero que le veo en este video no es al juego sino al doblaje español siempre decepcionando br la voz de kratos se escucha muy fingida y la de atreus desespera br el latino está mucho mejor pero sino me quedaría con el inglés,The Lord of the Rings: Gollum,,
compra segura de mi parte para esta navidades,The Lord of the Rings: Gollum,,
amigo donde encutro ese clip a href https www youtube com watch v v qywkgvimy amp t 2m18s 2 18 a donde kratos ve sus marcas y parece lamentarse,The Lord of the Rings: Gollum,,
esa escena a href https www youtube com watch v v qywkgvimy amp t 9m01s 9 01 a es para que te calles y compres el juego,The Lord of the Rings: Gollum,,
cuanto tendremos que esperar para pc tengo ps4 pero lo queiro en pc,The Lord of the Rings: Gollum,,
a la mierda ya lo quiero hoy lo preordeno,The Lord of the Rings: Gollum,,
álvaro solo tu haz los análisis por favor,The Lord of the Rings: Gollum,,
si kratos muere que es lo más probable ojalá lo hayan hecho épico,The Lord of the Rings: Gollum,,
gracias genio por tu análisis,The Lord of the Rings: Gollum,,
pero entonces mi play 4 va a despegar definitivamente cual cohete espacial o lo aguanta dignamente ajajaja,The Lord of the Rings: Gollum,,
yo me lo terminé y sinceramente les digo que esperen a que baje de precio,The Lord of the Rings: Gollum,,
atreus es jugable y se transforma en lobo,The Lord of the Rings: Gollum,,
lo espero en pc a 4k rt y 60 o más fps estables el goty es elden ring,The Lord of the Rings: Gollum,,
quede en las mismas jajaj,The Lord of the Rings: Gollum,,
tiene pinta de que conseguiremos el martillo de thortilla u otra arma por como se refiere a que esconde novedades jugables,The Lord of the Rings: Gollum,,
el único juego que mas espero de playstation increíble,The Lord of the Rings: Gollum,,
no vi el vídeo sólo lo escuché y ya tengo el hipe al 500,The Lord of the Rings: Gollum,,
soy yo o vi a kratos con armadura de zeus,The Lord of the Rings: Gollum,,
que sí hombre que sí lo de siempre cuando salen ciertos juegos de cierta compañía,The Lord of the Rings: Gollum,,
no se como toleran ese doblaje españolete con esas voces tan raras,The Lord of the Rings: Gollum,,
mal momento para haber vendido la ps4 y no tener la ps5,The Lord of the Rings: Gollum,,
sería el mejor juego de la historia si no tuviese doblaje al castellano por dios como la caga n con ese doblaje,The Lord of the Rings: Gollum,,
madre mía el juegazo que se viene,The Lord of the Rings: Gollum,,
poner este juego en español es no entender nada de juegos mi dios jugalo en ingles como corresponde que es el idioma madre,The Lord of the Rings: Gollum,,
porque tanta insistencia con lo de quot continuismo quot creo que lo normal y logico en la continuacion directa de una saga sea continuista con la anterior es una continuacion de la misma pero con mas y mejor eso es asi toda la vida si me leo el segundo libro de una saga de fantasia epica no lo hago esperandome una aventura cyberpunk de comedia lo mismo con los videojuegos,The Lord of the Rings: Gollum,,
este video contiene imágenes llenas de spoilers no los vean,The Lord of the Rings: Gollum,,
la verdad que odin esta fatal todo flaquito yo me esperaba algo asi como zeus musculoso y grande,The Lord of the Rings: Gollum,,
los exclusivos son el cancer de la industria habra que joderse por no tener play,The Lord of the Rings: Gollum,,
3d juegos comprada por sony br money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money,The Lord of the Rings: Gollum,,
el doblaje en español de kratos suena a puta mierda que pena pero en inglés será una obra maestra,The Lord of the Rings: Gollum,,
qué barbaridad el anterior lo he jugado tres veces dos en consolas ps4 y ps5 y después en pc pero este yo creo que lo voy a jugar dos veces seguidas en consola porque va a ser un gustazo explorar cada rincón así como conseguir desbloquear todos los secretos br ya falta poco para volver a empuñar a leviathan y las espadas del caos my body is ready para lo que la historia me lance y me da que será emotiva,The Lord of the Rings: Gollum,,
que pasa con el kratos chiquito a href https www youtube com watch v v qywkgvimy amp t 1m34s 1 34 a,The Lord of the Rings: Gollum,,
elden ring,The Lord of the Rings: Gollum,,
que ganas tengo de por fin jugarlo en pc,The Lord of the Rings: Gollum,,
pero la gran sorpresita nos la callamos jjajajaj,The Lord of the Rings: Gollum,,
muy buen análisis justo lo que necesitamos gracias 3d juegos,The Lord of the Rings: Gollum,,
otro analisis,The Lord of the Rings: Gollum,,
soy el único que odia esas barras encima de los enemigos,The Lord of the Rings: Gollum,,
hacia mucho tiempo que no escuchaba a álvaro castellano haciendo un análisis que bueno,The Lord of the Rings: Gollum,,
lo espero con gusto para pc xd ya dejando el bait se viene algo grande,The Lord of the Rings: Gollum,,
brutal,The Lord of the Rings: Gollum,,
que les hace pensar que voy a mirar análisis de un juego tan esperado,The Lord of the Rings: Gollum,,
el quot engaña quot supongo que hará referencia a que parece que es un juego igual al de 2018 pero con otra skin pero en realidad es mucho mejor y o distinto a su predecesor no hay dudas de que va a ser una locura de juego,The Lord of the Rings: Gollum,,
no creo que le den mal review el título está para llamar la atención,The Lord of the Rings: Gollum,,
si no le gusta a 3d juegos será solo a el los demás lo vamos a gozar jajaja,The Lord of the Rings: Gollum,,
qur engaña me lo temía mejor ya no lo compraré gracias prensa por decir por una vez en tu vida la verdad,The Lord of the Rings: Gollum,,
el titulo es clic bait le daran buen review,The Lord of the Rings: Gollum,,
el mejor juego de entretenimiento de este año será una locura ragnarok juegazo del año,The Lord of the Rings: Gollum,,
un 10 jajaja,The Lord of the Rings: Gollum,,
engaña a mis cojones jajajaja br va a ser un puto juegazo le duela a quien le duela,The Lord of the Rings: Gollum,,
mierda q se rompieron la cabeza pensando en el titulo,The Lord of the Rings: Gollum,,
o no seguro harán lo mismo que con nioh 2,The Lord of the Rings: Gollum,,
la chucha,The Lord of the Rings: Gollum,,
está claro que este juego es un pepino cósmico de proporciones míticas pero aún así tengo muchas ganas de escuchar y leer el análisis br pd ya lo tengo precomprado y listo para jugar en cuanto esté disponible adiós a mi vida social durante un tiempo,The Lord of the Rings: Gollum,,
,The Lord of the Rings: Gollum,,
este enero no decepcionó space for the unbound hi fi rush season a letter to the future puro indie mamadisimo y en cambio los de triple aaa tienen a forspoken para derrotar al patriarcado o el refrito de dead space,The Lord of the Rings: Gollum,,
oportunidad perdida de crear algo totalmente nuevo y fascinante a lo jet set radio al final cumple como muy buen juego en todos los apartados pero no como uno que marcará época,The Lord of the Rings: Gollum,,
de verdad que el game pass es un servicio muy completo lo mejor,The Lord of the Rings: Gollum,,
juegazo es poco,The Lord of the Rings: Gollum,,
ole x un juego que pega en lo verdaderamente divertido,The Lord of the Rings: Gollum,,
esto deja entendido que la compra de bethesda es más que suficiente para que microsoft pueda producir buenos juegos,The Lord of the Rings: Gollum,,
jai fi rash,The Lord of the Rings: Gollum,,
me imagino a mis hermanos jugando a esto cuando no consiguen ni siquiera 10 puntos en el piano tiles,The Lord of the Rings: Gollum,,
me gustaria tener xbox para jugarlo,The Lord of the Rings: Gollum,,
una verdadera joya que nos sorprendió a todos mucho tiempo que no me pasaba sentir esa verdadera diversión pura y dura de un videojuego lo comparo un poco con lo que hace nintendo acá se ve una intención en donde las mecánicas destaquen por sobre todo y que vayan acompañadas de una historia simple pero que cumpla y un apartado artistico que no es mas que un hermoso plus a todo lo que se está viendo en pantalla excelente juego y muuuy recomendado,The Lord of the Rings: Gollum,,
el único español que no menciona que es un exclusivo de xbox,The Lord of the Rings: Gollum,,
por que el narrador se escucha como un puberto estaba mejor el anterior,The Lord of the Rings: Gollum,,
lo mejor es que la gente lo pudo jugar sin el sesgo de la prensa,The Lord of the Rings: Gollum,,
buen analisis,The Lord of the Rings: Gollum,,
este juego se párese a ninja gaiden z pero sin zombis todo es igual solo la historia cambia,The Lord of the Rings: Gollum,,
quiero que salga en ps4 porfa,The Lord of the Rings: Gollum,,
bien vandal el juego salió el 25 de enero pero bueno mejor tarde que nunca,The Lord of the Rings: Gollum,,
ojalá que hi fi rush sea el despegue definitivo de xbox con los juegos de su catálogo exclusivo al final los que ganamos somos los gamer de corazón,The Lord of the Rings: Gollum,,
qué felicidad encontrar un juego qué te hacé recordar cuando llegabas del colegio y te divertias sin pensarlo mucho ojalá vuelvan estos juegos simples y cumplidores,The Lord of the Rings: Gollum,,
vamooo que vuelva el estilo dreamcast a esta vida,The Lord of the Rings: Gollum,,
y por qué no un 9 5 si era todo perfecto,The Lord of the Rings: Gollum,,
el unico juego que no es de nintendo y me ha hecho desear tanto jugar en cierto modo me recuerda a no more heroes eso mas el ritmo y los visuales que no son el clasico fifa of duty simplemente tiene todo lo que me gusta,The Lord of the Rings: Gollum,,
uffff se ve nice,The Lord of the Rings: Gollum,,
un 9 bien merecido,The Lord of the Rings: Gollum,,
llegará a playstation en algún momento,The Lord of the Rings: Gollum,,
arruinaron mil chistes br mucho spoiler,The Lord of the Rings: Gollum,,
pasan los años y siguen con la mierda de no poner 10 a los juegos que se lo merecen solo por ser de la competencia,The Lord of the Rings: Gollum,,
este juego salió sin publicidad ni para vendernos la moto y mira día uno salió al gamepass sin necesidad de volver a pasar por caja eso les faltó decir les vandal jejeje br si os preguntáis o lo ponen como letrero que si va a llegar por ejemplo a la puss5 este juego nos gustaría que también dieran la vuelta a la pregunta cómo con ffvii remake si llegaría a xbox por ejemplo no jeje,The Lord of the Rings: Gollum,,
ven un juego legendario sin nada de marketing promesas falsas entrevistas etc br simplemete dijeron tomen esto sabemos lo que hicimos nos vale ve g4 lo que diga la prensa es para uds,The Lord of the Rings: Gollum,,
honestamente es como combinar el humor y estilo de spider man un nuevo universo y el estilo y banda sonora de the world ends wiht you pero igualmente tiene su propia identidad y gameplay,The Lord of the Rings: Gollum,,
wow puras s tu si sabes jugar no como yo xd,The Lord of the Rings: Gollum,,
juegazo y visto la buena recepción en crítica y ventas estoy seguro que van a convertirla en una nueva franquicia y me parece genial,The Lord of the Rings: Gollum,,
me da risa como actualmente alaban este tipo de juegos coloridos con animación estilo quot cómic quot pero en su momento quot yaiba ninja gaiden z quot fue apaleado por la crítica precisamente por su estilo en la animación curioso como cambia la crítica y percepción en casi 10 años de diferencia entre un juego y otro,The Lord of the Rings: Gollum,,
de verdad no le pusieron la nota max a los gr ficos que tienen en ponerle en la prensa española un 9 5 o 10 a un juego de xbox,The Lord of the Rings: Gollum,,
porque le dicen 39 39 jai fi rash 39 39,The Lord of the Rings: Gollum,,
ya derrote al tercer boss y solo diré br br br br br br goty,The Lord of the Rings: Gollum,,
el que jugó en el vídeo es muy bueno xd,The Lord of the Rings: Gollum,,
es normal que los españoles no sepan pronunciar bien 3 sílabas en inglés me quiero dar un balazo cada vez que dicen quot jai fi rosh quot,The Lord of the Rings: Gollum,,
porque no se menciona en el vídeo que es un exclusivo de xbox y que está gratis con game pass,The Lord of the Rings: Gollum,,
juegazo imprescindible,The Lord of the Rings: Gollum,,
este es el tipo de juegos que me resultan entretenidos ojala llegue a salir en play o nintendo solo me falta la xbox xd,The Lord of the Rings: Gollum,,
9 5,The Lord of the Rings: Gollum,,
me encanta animación al estilo de los 80,The Lord of the Rings: Gollum,,
una maravilla de juego,The Lord of the Rings: Gollum,,
alguien saque un quot just shapes and beats 2 quot 39 v,The Lord of the Rings: Gollum,,
en definitiva xbox hizo historia br un nintendero,The Lord of the Rings: Gollum,,
toca renovar el game pass,The Lord of the Rings: Gollum,,
un juego al estilo slash y girl se hizo esperar y tenemos este juegazo,The Lord of the Rings: Gollum,,
por fin un buen juego luego de tantos años,The Lord of the Rings: Gollum,,
juego medio repetitivo y carne para el pobrepass es lo que tiene las suscripciones para jugar,The Lord of the Rings: Gollum,,
que ganas de jugarlo d llevo esperando un juego asi desde hace mucho tiempo que mal que no tengo pasta para comprarlo me conformare con gameplays,The Lord of the Rings: Gollum,,
se ve mejor q un juego de anime aleluya,The Lord of the Rings: Gollum,,
una demostración de que los buenos juegos no necesitan hacer sufrir a tu tostadora y que en la actualidad las compañías te estafan al venderte juegos incompletos por 60 o más gran juego,The Lord of the Rings: Gollum,,
un machacabotones mas,The Lord of the Rings: Gollum,,
juegazo,The Lord of the Rings: Gollum,,
que pasa de juego y que sorpresa,The Lord of the Rings: Gollum,,
que buen juego dioooos br buen video,The Lord of the Rings: Gollum,,
siento que youtube me ha recomendado este video como 16 veces,The Lord of the Rings: Gollum,,
juegazo,The Lord of the Rings: Gollum,,
primer comentario,The Lord of the Rings: Gollum,,
fui el primero xd,The Lord of the Rings: Gollum,,
primero xd,The Lord of the Rings: Gollum,,
hola,The Lord of the Rings: Gollum,,
quiero probarlo no he jugado a ningún anterior tengo la play 5 recomendais este o algún otro primero,The Lord of the Rings: Gollum,,
porque no puedo ponerlo en español,The Lord of the Rings: Gollum,,
lastima que no esta doblado español en francia sacaron la ley y aqui en españa no existe esa ley aun y nos comemos muchos juegos sin estar doblados y para callarnos nos dan subtitulos saludos,The Lord of the Rings: Gollum,,
es necesario saber sobre el mundo de disney para entender el juego,The Lord of the Rings: Gollum,,
quot la batalla supone uno de los principales pilares quot me da que no hemos jugado al mismo juego el 80 son cinemáticas,The Lord of the Rings: Gollum,,
quot fantástico sistema de combate quot se cae,The Lord of the Rings: Gollum,,
tiene multijugador,The Lord of the Rings: Gollum,,
el mundo de frozen me resultó muy decepcionante al final,The Lord of the Rings: Gollum,,
muy buen juego técnicamente parece una película de animación digital y jugablemente también es genial br lo único que me molesta es no ver a ningún personaje de final fantasy eso sí me dolió yozora es lo más parecido a noctis pero nada más,The Lord of the Rings: Gollum,,
guión bien llevado dicen me temo que no hemos jugado al mismo juego,The Lord of the Rings: Gollum,,
cuando hablas del quot guión bien llevado y el buen final quot se nota que o te han pagado o eres fanboy br el juego es horriblemente lento y la historia se torna muy enreversada dando como resultado un final forzado anticlimatico y muy insatisfactorio para lo que fue está saga,The Lord of the Rings: Gollum,,
lo acabo de comprar deseoso que llegue pronto para disfrutar de este gran juego,The Lord of the Rings: Gollum,,
aunque hay escenas que me encantan me ha decepcionado es muy lineal la historia los mundos se hacen largos y aburridos al final solo quieres terminar para comenzar la guerra de verdad y saber q va a pasar con los personajes las misiones secundarias son un coñazo sobretodo lo que la comida apenas puedes luchar una batalla con algun personaje q no sea sora y los demás personajes principales no tienen casi peso la historia de la guerra pasa demasiado rapido y sin desarrollar bien c reo que solo para tener mas cosas pendientes para los proximos juegos cosa que entiendo pero tras tenernos una decada esperando podrían habernos contestado a algo,The Lord of the Rings: Gollum,,
va a salir en pc,The Lord of the Rings: Gollum,,
la versión de xbox one x una vez más se lleva el premio,The Lord of the Rings: Gollum,,
lo comprare mañana junto a re 2 remake lt 3,The Lord of the Rings: Gollum,,
es casi el mejor juego de la historia de la humanidad lo terminará de ser el día que salga en pc,The Lord of the Rings: Gollum,,
por fin una review digna y justa,The Lord of the Rings: Gollum,,
se ve genial solo una pregunta se puede quitar el efecto que aparece en las paredes para escalarlas,The Lord of the Rings: Gollum,,
no es necesario poner spoilers fastidiais la sorpresa se supone que sois profesionales en el sector br vaya tela chafais la experiencia de juego enseñando imágenes innecesarias no hay que ser muy inteligente para hacer un análisis diciendo las virtudes y defectos sin spoilers es muy opinión ya el que quiere comprarlo se gasta 60 y quiere disfrutarlo al 100 100,The Lord of the Rings: Gollum,,
deseando jugarlo lo que me tiene un poco en ascuas es que no se haya anunciado una guía oficial para este juego ya que los mundos parecen interminable espero que saquen una guía de juego como dios manda,The Lord of the Rings: Gollum,,
a joderse los que se compraron la fritanga swich jugaran esto en el año 299191919 jajjaajajaajajajajaj,The Lord of the Rings: Gollum,,
no tendra voces en espanol,The Lord of the Rings: Gollum,,
disney,The Lord of the Rings: Gollum,,
